Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
metaeuk	metaeuk_easy_predict	MetaEuk is a modular toolkit designed for large-scale gene discovery andannotation in eukaryotic metagenomic contigs. Metaeuk combines the fast andsensitive homology search capabilities of MMseqs2 with a dynamic programmingprocedure to recover optimal exons sets. It reduces redundancies in multiplediscoveries of the same gene and resolves conflicting gene predictions onthe same strand. 	MetaEuk	MetaEuk	MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics	Homology-based gene prediction	Metagenomics, Gene and protein families	To update	https://github.com/soedinglab/metaeuk	Sequence Analysis, Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metaeuk	5.34c21f2	metaeuk	1.ea903e5
metagenomeseq	metagenomeseq_normalizaton	metagenomeSeq Normalization	metagenomeseq	metagenomeSeq	Designed to determine features (be it Operational Taxanomic Unit (OTU), species, etc.) that are differentially abundant between two or more groups of multiple samples. It is designed to address the effects of both normalization and under-sampling of microbial communities on disease association detection and the testing of feature correlations.	Sequence visualisation, Statistical calculation	Metagenomics, Sequencing	To update		Metagenomics	metagenomeseq_normalization	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metagenomeseq	1.16.0-0.0.1	bioconductor-metagenomeseq	1.43.0
metaphlan	customize_metaphlan_database, extract_metaphlan_database, merge_metaphlan_tables, metaphlan	MetaPhlAn for Metagenomic Phylogenetic Analysis	metaphlan	MetaPhlAn	Computational tool for profiling the composition of microbial communities from metagenomic shotgun sequencing data.	Nucleic acid sequence analysis, Phylogenetic tree analysis	Metagenomics, Phylogenomics	Up-to-date	https://github.com/biobakery/MetaPhlAn	Metagenomics	metaphlan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metaphlan/	4.0.6	metaphlan	4.0.6
migmap	migmap	mapper for full-length T- and B-cell repertoire sequencing	MiGMAP	MiGMAP	Mapper for full-length T- and B-cell repertoire sequencing.	Sequence analysis, Read mapping	Immunoproteins, genes and antigens, Sequence analysis	Up-to-date	https://github.com/mikessh/migmap	RNA, Sequence Analysis	migmap	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/migmap	1.0.3	migmap	1.0.3
minia	minia	Short-read assembler based on a de Bruijn graph	minia	Minia	Short-read assembler based on a de Bruijn graph, capable of assembling a human genome on a desktop computer in a day.	Genome assembly	Sequence assembly	Up-to-date	https://gatb.inria.fr/software/minia/	Assembly	minia	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minia	3.2.6	minia	3.2.6
miniasm	miniasm	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)						Up-to-date	https://github.com/lh3/miniasm	Assembly	miniasm	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniasm	0.3_r179	miniasm	0.3_r179
minimap2	minimap2	A fast pairwise aligner for genomic and spliced nucleotide sequences	minimap2	Minimap2	Pairwise aligner for genomic and spliced nucleotide sequences	Pairwise sequence alignment	Mapping	Up-to-date	https://github.com/lh3/minimap2	Next Gen Mappers	minimap2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minimap2	2.26	minimap2	2.26
miniprot	miniprot, miniprot_index	Align a protein sequence against a genome with affine gap penalty, splicing and frameshift.						Up-to-date	https://github.com/lh3/miniprot	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniprot	0.12	miniprot	0.12
mirnature	mirnature	Computational detection of canonical microRNAs						Up-to-date	https://github.com/Bierinformatik/miRNAture	RNA, Sequence Analysis	mirnature	iuc	https://github.com/Bierinformatik/miRNAture	1.1	mirnature	1.1
mitobim	mitobim	assemble mitochondrial genomes						Up-to-date	https://github.com/chrishah/MITObim	Assembly	mitobim	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitobim	1.9.1	mitobim	1.9.1
mitos	mitos, mitos2	de-novo annotation of metazoan mitochondrial genomes	mitos	MITOS	De novo metazoan mitochondrial genome annotation.	Genome annotation	Zoology, Whole genome sequencing	To update	http://mitos.bioinf.uni-leipzig.de/	Sequence Analysis	mitos	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitos	1.1.1	mitos	2.1.3
mlst	mlst, mlst_list	Scan contig files against PubMLST typing schemes	mlst	MLST	Multi Locus Sequence Typing from an assembled genome or from a set of reads.	Taxonomic classification	Immunoproteins, genes and antigens	To update	https://github.com/tseemann/mlst	Sequence Analysis	mlst	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mlst	2.22.0	mlst	2.23.0
moabs	moabs	MOABS for differential methylation analysis on Bisulfite sequencing data.						To update	https://github.com/sunnyisgalaxy/moabs	Epigenetics	moabs	iuc	https://github.com/sunnyisgalaxy/moabs	1.3.4.6	moabs	1.3.9.6
mosdepth	mosdepth	fast and flexible BAM/CRAM depth calculation						To update	https://github.com/brentp/mosdepth	SAM	mosdepth	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mosdepth	0.3.5	mosdepth	0.3.6
mothur	mothur_align_check, mothur_align_seqs, mothur_amova, mothur_anosim, mothur_bin_seqs, mothur_biom_info, mothur_chimera_bellerophon, mothur_chimera_ccode, mothur_chimera_check, mothur_chimera_perseus, mothur_chimera_pintail, mothur_chimera_slayer, mothur_chimera_uchime, mothur_chimera_vsearch, mothur_chop_seqs, mothur_classify_otu, mothur_classify_seqs, mothur_classify_tree, mothur_clearcut, mothur_cluster_classic, mothur_cluster_fragments, mothur_cluster_split, mothur_cluster, mothur_collect_shared, mothur_collect_single, mothur_consensus_seqs, mothur_cooccurrence, mothur_corr_axes, mothur_count_groups, mothur_count_seqs, mothur_create_database, mothur_degap_seqs, mothur_deunique_seqs, mothur_deunique_tree, mothur_dist_seqs, mothur_dist_shared, mothur_fastq_info, mothur_filter_seqs, mothur_filter_shared, mothur_get_communitytype, mothur_get_coremicrobiome, mothur_get_dists, mothur_get_group, mothur_get_groups, mothur_get_label, mothur_get_lineage, mothur_get_mimarkspackage, mothur_get_otulabels, mothur_get_otulist, mothur_get_oturep, mothur_get_otus, mothur_get_rabund, mothur_get_relabund, mothur_get_sabund, mothur_get_seqs, mothur_get_sharedseqs, mothur_heatmap_bin, mothur_heatmap_sim, mothur_homova, mothur_indicator, mothur_lefse, mothur_libshuff, mothur_list_otulabels, mothur_list_seqs, mothur_make_biom, mothur_make_contigs, mothur_make_design, mothur_make_fastq, mothur_make_group, mothur_make_lefse, mothur_make_lookup, mothur_make_shared, mothur_make_sra, mothur_mantel, mothur_merge_count, mothur_merge_files, mothur_merge_groups, mothur_merge_sfffiles, mothur_merge_taxsummary, mothur_metastats, mothur_mimarks_attributes, mothur_nmds, mothur_normalize_shared, mothur_otu_association, mothur_otu_hierarchy, mothur_pairwise_seqs, mothur_parse_list, mothur_parsimony, mothur_pca, mothur_pcoa, mothur_pcr_seqs, mothur_phylo_diversity, mothur_phylotype, mothur_pre_cluster, mothur_primer_design, mothur_rarefaction_shared, mothur_rarefaction_single, mothur_remove_dists, mothur_remove_groups, mothur_remove_lineage, mothur_remove_otulabels, mothur_remove_otus, mothur_remove_rare, mothur_remove_seqs, mothur_rename_seqs, mothur_reverse_seqs, mothur_screen_seqs, mothur_sens_spec, mothur_seq_error, mothur_sffinfo, mothur_shhh_flows, mothur_shhh_seqs, mothur_sort_seqs, mothur_split_abund, mothur_split_groups, mothur_sub_sample, mothur_summary_qual, mothur_summary_seqs, mothur_summary_shared, mothur_summary_single, mothur_summary_tax, mothur_taxonomy_to_krona, mothur_tree_shared, mothur_trim_flows, mothur_trim_seqs, mothur_unifrac_unweighted, mothur_unifrac_weighted, mothur_unique_seqs, mothur_venn	Mothur wrappers	mothur	mothur	Open-source, platform-independent, community-supported software for describing and comparing microbial communities	DNA barcoding, Sequencing quality control, Sequence clustering, Taxonomic classification, Visualisation, Sequence read processing, Phylogenetic analysis	Microbial ecology, Taxonomy, Sequence analysis, Phylogeny	To update	https://www.mothur.org	Metagenomics	mothur	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mothur	1.0	mothur	1.48.0
msaboot	msaboot	A multiple sequences alignment bootstrapping tool.						Up-to-date	https://github.com/phac-nml/msaboot	Fasta Manipulation	msaboot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/msaboot	0.1.2	msaboot	0.1.2
multigps	multigps	Analyzes collections of multi-condition ChIP-seq data.						To update	http://mahonylab.org/software/multigps/	ChIP-seq	multigps	iuc		0.74.0	fonts-conda-ecosystem	
multigsea	multigsea	GSEA-based pathway enrichment analysis for multi-omics data	multiGSEA	multiGSEA	A GSEA-based pathway enrichment analysis for multi-omics data.multiGSEA: a GSEA-based pathway enrichment analysis for multi-omics data, BMC Bioinformatics 21, 561 (2020).Combining GSEA-based pathway enrichment with multi omics data integration.	Gene-set enrichment analysis, Aggregation, Pathway analysis	Metabolomics, Molecular interactions, pathways and networks, Proteomics, Transcriptomics, Small molecules	To update	https://bioconductor.org/packages/devel/bioc/html/multiGSEA.html	Transcriptomics, Proteomics, Statistics	multigsea	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multigsea	1.8.0	bioconductor-multigsea	1.10.0
multiqc	multiqc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	multiqc	MultiQC	MultiQC aggregates results from multiple bioinformatics analyses across many samples into a single report. It searches a given directory for analysis logs and compiles a HTML report. It's a general use tool, perfect for summarising the output from numerous bioinformatics tools.	Validation	Sequencing, Bioinformatics	To update	http://multiqc.info/	Fastq Manipulation, Statistics, Visualization	multiqc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multiqc	1.11	multiqc	1.18
mummer4	mummer_delta_filter, mummer_dnadiff, mummer_mummer, mummer_mummerplot, mummer_nucmer, mummer_show_coords	Mummer4 Tools	mumer4	MUMmer4	System for rapidly aligning large DNA sequences to one another.	Multiple sequence alignment	Sequence analysis, Human genetics	Up-to-date	https://github.com/mummer4/mummer	Sequence Analysis	mummer4	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mummer4	4.0.0rc1	mummer4	4.0.0rc1
mykrobe	mykrobe_predict	Antibiotic resistance predictions	Mykrobe	Mykrobe	Antibiotic resistance prediction for Mycobacterium tuberculosis from genome sequence data with Mykrobe.Antibiotic resistance prediction in minutes.Table of Contents generated with DocToc.AMR prediction (Mykrobe predictor).Before attempting to install with bioconda, please ensure you have your channels set up as specified in the documentation. If you don't, you may run into issues with an older version of mykrobe being installed	Antimicrobial resistance prediction, Variant calling, Genotyping, Sequence trimming	Whole genome sequencing, Genotype and phenotype, Probes and primers, Genetic variation, Metagenomics	To update	https://github.com/Mykrobe-tools/mykrobe	Sequence Analysis	mykrobe	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mykrobe	0.10.0	mykrobe	0.13.0
mzmine	mzmine_batch	mass-spectrometry data processing, with the main focus on LC-MS data	mzmine	MZmine	Toolbox for visualization and analysis of LC-MS data in netCDF or mzXML.	Natural product identification, Standardisation and normalisation, Peptide database search, Deisotoping, Clustering, Filtering, Chromatographic alignment, Peak detection, Peptide identification, Chromatogram visualisation, Mass spectrum visualisation, Structure visualisation, Plotting, Heat map generation	Proteomics, Metabolomics, Proteomics experiment, Small molecules	Up-to-date	http://mzmine.github.io/	Metabolomics	mzmine_batch	iuc	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/mzmine/	3.9.0	mzmine	3.9.0
naltorfs	bicodon_counts_from_fasta, codon_freq_from_bicodons, find_nested_alt_orfs	nAlt-ORFs: Nested Alternate Open Reading Frames (nAltORFs)						Up-to-date	https://github.com/BlankenbergLab/nAltORFs	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/naltorfs/	0.1.2	naltorfs	0.1.2
nanocompore	nanocompore_db, nanocompore_sampcomp	Nanocompore compares 2 ONT nanopore direct RNA sequencing datasets from different experimental conditions expected to have a significant impact on RNA modifications. It is recommended to have at least 2 replicates per condition. For example one can use a control condition with a significantly reduced number of modifications such as a cell line for which a modification writing enzyme was knocked-down or knocked-out. Alternatively, on a smaller scale transcripts of interests could be synthesized in-vitro.	Nanocompore	Nanocompore	RNA modifications detection by comparative Nanopore direct RNA sequencing.RNA modifications detection from Nanopore dRNA-Seq data.Nanocompore identifies differences in ONT nanopore sequencing raw signal corresponding to RNA modifications by comparing 2 samples.Analyses performed for the nanocompore paper.Nanocompore compares 2 ONT nanopore direct RNA sequencing datasets from different experimental conditions expected to have a significant impact on RNA modifications. It is recommended to have at least 2 replicates per condition. For example one can use a control condition with a significantly reduced number of modifications such as a cell line for which a modification writing enzyme was knocked-down or knocked-out. Alternatively, on a smaller scale transcripts of interests could be synthesized in-vitro	Post-translation modification site prediction, PolyA signal detection, Genotyping, k-mer counting	Functional, regulatory and non-coding RNA, RNA-Seq, Gene transcripts, Transcriptomics, Transcription factors and regulatory sites	To update	https://nanocompore.rna.rocks/	Sequence Analysis	nanocompore	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nanocompore	1.0.0rc3.post2	nanocompore	1.0.4
nanoplot	nanoplot	Plotting tool for long read sequencing data and alignments						To update	https://github.com/wdecoster/NanoPlot	Visualization	nanoplot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nanoplot/	1.41.0	nanoplot	1.42.0
nanopolishcomp	nanopolishcomp_eventaligncollapse, nanopolishcomp_freqmethcalculate	NanopolishComp contains 2 modules. Eventalign_collapse collapses the raw file generated by nanopolish eventalign by kmers rather than by event. Freq_meth_calculate methylation frequency at genomic CpG sites from the output of nanopolish call-methylation.						To update	https://a-slide.github.io/NanopolishComp	Sequence Analysis	nanopolishcomp	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nanopolishcomp	0.6.11	nanopolishcomp	0.6.12
ncbi_acc_download	ncbi_acc_download	Download sequences from GenBank/RefSeq by accession through the NCBI ENTREZ API						Up-to-date	https://github.com/kblin/ncbi-acc-download	Data Source	ncbi_acc_download	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ncbi_acc_download	0.2.8	ncbi-acc-download	0.2.8
ncbi_datasets	datasets_download_gene, datasets_download_genome	NCBI datasets downloads biological sequence data across all domains of life from NCBI.	ncbi_datasets	NCBI Datasets	NCBI Datasets is a new resource that lets you easily gather data from across NCBI databases. Find and download sequence, annotation, and metadata for genes and genomes using our command-line tools or web interface.	Data handling, Sequence database search, Data retrieval	Biological databases	To update	https://github.com/ncbi/datasets	Data Source	ncbi_datasets	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ncbi_datasets	15.19.1	ncbi-datasets-cli	
ncbi_entrez_direct	ncbi_entrez_direct_efetch, ncbi_entrez_direct_einfo, ncbi_entrez_direct_esearch	NCBI Entrez Direct allow fetching data from NCBI Databases						Up-to-date	http://www.ncbi.nlm.nih.gov/books/NBK179288/	Data Source	ncbi_entrez_direct	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ncbi_entrez_direct	16.2	entrez-direct	16.2
ncbi_entrez_eutils	ncbi_eutils_ecitmatch, ncbi_eutils_efetch, ncbi_eutils_egquery, ncbi_eutils_einfo, ncbi_eutils_elink, ncbi_eutils_epost, ncbi_eutils_esearch, ncbi_eutils_esummary	NCBI Entrez E-Utilties allow fetching data from NCBI Databases						To update	https://www.ncbi.nlm.nih.gov/books/NBK25501/	Data Source	ncbi_entrez_eutils	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ncbi_entrez_eutils	1.70	python	
necat	necat	Error correction and de-novo assembly for ONT Nanopore reads	necat	NECAT	NECAT is an error correction and de-novo assembly tool for Nanopore long noisy reads.	De-novo assembly	Sequence assembly	Up-to-date	https://github.com/xiaochuanle/NECAT	Assembly	necat	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/necat	0.0.1_update20200803	necat	0.0.1_update20200803
newick_utils	newick_display	Perform operations on Newick trees	newick_utilities	Newick Utilities	The Newick Utilities are a set of command-line tools for processing phylogenetic trees. They can process arbitrarily large amounts of data and do not require user interaction, which makes them suitable for automating phylogeny processing tasks.	Phylogenetic tree generation, Phylogenetic tree analysis, Phylogenetic tree reconstruction	Phylogeny, Genomics, Computer science	To update	http://cegg.unige.ch/newick_utils	Visualization, Metagenomics	newick_utils	iuc	https://github.com/tjunier/newick_utils	1.6+galaxy1	newick_utils	1.6
nextclade	nextalign, nextclade	Identify differences between your sequences and a reference sequence used by Nextstrain						To update	https://github.com/nextstrain/nextclade	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nextclade	2.7.0	nextalign	2.14.0
ngmlr	ngmlr	CoNvex Gap-cost alignMents for Long Reads	ngmlr	NGMLR	An algorithm to map third generation long-read sequencing data (PacBio and Oxford Nanopore) to a reference genome with a focus on reads that span structural variation.	DNA mapping, Sequence alignment, Genetic variation analysis	Sequencing, Mapping, DNA structural variation	Up-to-date	https://github.com/philres/ngmlr	Next Gen Mappers	ngmlr	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ngmlr	0.2.7	ngmlr	0.2.7
ngsutils	ngsutils_bam_filter	NGSUtils is a suite of software tools for working with next-generation sequencing datasets.Starting in 2009, we (Liu Lab @ Indiana University School of Medicine) starting working withnext-generation sequencing data. We initially started doing custom coding for each project in a one-off manner.It quickly became apparent that this was an inefficient manner to work, so we started assembling smallerutilities that could be adapted into larger, more complicated, workflows. We have used them for Illumia,SOLiD, 454, Ion Torrent, and Pac Bio sequencing data. We have used them for DNA and RNA resequcing,ChIP-Seq, CLIP-Seq, and targeted resequencing (Agilent exome capture and PCR targeting).These tools are also used heavily in our in-house DNA and RNA mapping pipelines.NGSUtils is made up of 50+ programs, mainly written in Python.These are separated into modules based on the type of file that is to be analyzed.	ngsutils	NGSUtils	NGSUtils is a suite of software tools for working with next-generation sequencing datasets	Read pre-processing, Sequencing quality control, Variant calling, Formatting, Sequence contamination filtering	Genomics, Transcriptomics	To update	https://github.com/ngsutils/ngsutils	SAM		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ngsutils		ngsutils	0.5.9
nonpareil	nonpareil	Estimate average coverage in metagenomic datasets						To update	http://nonpareil.readthedocs.io	Metagenomics	nonpareil	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nonpareil	3.1.1	nonpareil	3.4.1
novoplasty	novoplasty	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.						To update	https://github.com/ndierckx/NOVOPlasty	Assembly	novoplasty	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/novoplasty	4.3.1	novoplasty	4.3.3
nugen_nudup	nugen_nudup	Marks/removes PCR introduced duplicate molecules based on the molecular tagging technology used in NuGEN products.						Up-to-date	http://nugentechnologies.github.io/nudup/	SAM, Metagenomics, Sequence Analysis, Transcriptomics	nugen_nudup	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nugen_nudup	2.3.3	nudup	2.3.3
obitools	obi_illumina_pairend, obi_ngsfilter, obi_annotate, obi_clean, obi_convert, obi_grep, obi_sort, obi_stat, obi_tab, obi_uniq	OBITools is a set of programs developed to simplify the manipulation of sequence files	obitools	OBITools	Set of python programs developed to simplify the manipulation of sequence files. They were mainly designed to help us for analyzing Next Generation Sequencer outputs (454 or Illumina) in the context of DNA Metabarcoding.	Sequence analysis, Sequence analysis	Sequence analysis, DNA, Sequencing	Up-to-date	http://metabarcoding.org/obitools	Sequence Analysis	obitools	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/obitools	1.2.13	obitools	1.2.13
ococo	ococo	Variant detection of SNVs						To update	https://github.com/karel-brinda/ococo	Variant Analysis	ococo	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ococo	0.1.2.6	ococo	0.1.2.7
odgi	odgi_build, odgi_viz	Representing large genomic variation graphs with minimal memory overhead requires a careful encoding of the graph entities. odgi follows the dynamic GBWT in developing a byte-packed version of the graph and paths through it.						To update	https://github.com/vgteam/odgi	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/odgi/	0.3	odgi	0.8.3
ont_fast5_api	ont_fast5_api_compress_fast5, ont_fast5_api_fast5_subset, ont_fast5_api_multi_to_single_fast5, ont_fast5_api_single_to_multi_fast5	ont_fast5_api is a simple interface to HDF5 files of the Oxford Nanopore FAST5 file format.						To update	https://github.com/nanoporetech/ont_fast5_api/	Nanopore	ont_fast5_api	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ont_fast5_api	3.1.3	ont-fast5-api	4.1.1
onto_toolkit	onto_tk_get_ancestor_terms, onto_tk_get_child_terms, onto_tk_get_descendent_terms, onto_tk_get_parent_terms, onto_tk_get_parent_terms_by_relationship_type, onto_tk_get_relationship_id_vs_relationship_def, onto_tk_get_relationship_id_vs_relationship_name, onto_tk_get_relationship_id_vs_relationship_namespace, onto_tk_get_relationship_types, onto_tk_get_root_terms, onto_tk_get_subontology_from, onto_tk_term_id_vs_term_def, onto_tk_term_id_vs_term_name, onto_tk_get_term_synonyms, onto_tk_get_terms, onto_tk_get_terms_by_relationship_type, onto_tk_obo2owl, onto_tk_obo2rdf, onto_tk_term_id_vs_term_def	ONTO-Toolkit is a collection of tools for managing ontologies.						Up-to-date	http://search.cpan.org/~easr/ONTO-PERL-1.45/	Ontology Manipulation	onto_toolkit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/onto-toolkit	1.45	perl-onto-perl	1.45
optdoe	optdoe	Optimal Design Of Experiment						To update	https://github.com/pablocarb/doebase	Synthetic Biology	optdoe	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/optdoe	v2.0.2	doebase	
optitype	optitype	Precision HLA typing from NGS data						Up-to-date	https://github.com/FRED-2/OptiType	Sequence Analysis	optitype	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/optitype1	1.3.5	optitype	1.3.5
orfipy	orfipy	Galaxy wrapper for ORFIPY	orfipy	orfipy	A fast and flexible tool for extracting ORFs.orfipy is a tool written in python/cython to extract ORFs in extremely an fast and flexible manner. Other popular ORF searching tools are OrfM and getorf. Compared to OrfM and getorf, orfipy provides the most options to fine tune ORF searches. orfipy uses multiple CPU cores and is particularly faster for data containing multiple smaller fasta sequences such as de-novo transcriptome assemblies. Please read the preprint here.	Coding region prediction, Database search, Transcriptome assembly, De-novo assembly	Computer science, RNA-Seq, Transcriptomics, Small molecules	Up-to-date	https://github.com/urmi-21/orfipy	Sequence Analysis	orfipy	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/orfipy	0.0.4	orfipy	0.0.4
orthofinder	orthofinder_onlygroups	Accurate inference of orthologous gene groups made easy	OrthoFinder	OrthoFinder	OrthoFinder is a fast, accurate and comprehensive platform for comparative genomics. It finds orthogroups and orthologs, infers rooted gene trees for all orthogroups and identifies all of the gene duplcation events in those gene trees. It also infers a rooted species tree for the species being analysed and maps the gene duplication events from the gene trees to branches in the species tree. OrthoFinder also provides comprehensive statistics for comparative genomic analyses.	Genome comparison, Phylogenetic tree generation (from molecular sequences), Phylogenetic tree analysis, Genome alignment	Phylogenetics, Phylogenomics, Bioinformatics, Comparative genomics, Sequence analysis	To update	https://github.com/davidemms/OrthoFinder	Phylogenetics, Sequence Analysis	orthofinder	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/orthofinder	2.5.4	orthofinder	2.5.5
packaged_annotation_loader	packaged_annotation_loader	Tool to make cached genome annotation data available as a list of datasets collection						To update		Data Source	packaged_annotation_loader	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/packaged_annotation_loader	0.1	python	
pangolin	pangolin	Pangolin assigns SARS-CoV-2 genome sequences their most likely lineages under the Pango nomenclature system.						Up-to-date	https://github.com/cov-lineages/pangolin	Sequence Analysis	pangolin	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pangolin	4.3	pangolin	4.3
parse_mito_blast	parse_mito_blast	Filtering blast out from querying assembly against mitochondrial database.						Up-to-date	https://raw.githubusercontent.com/VGP/vgp-assembly/master/galaxy_tools/parse_mito_blast/parse_mito_blast.py	Sequence Analysis	parse_mito_blast	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/parse_mito_blast	1.0.2	parse_mito_blast	1.0.2
pathview	pathview	Pathview is a tool set for pathway based data integration and visualization.	pathview	pathview	Tool set for pathway based data integration and visualization that maps and renders a wide variety of biological data on relevant pathway graphs. It downloads the pathway graph data, parses the data file, maps user data to the pathway, and render pathway graph with the mapped data. In addition, it integrates with pathway and gene set (enrichment) analysis tools for large-scale and fully automated analysis.	Pathway or network analysis, Pathway or network visualisation	Molecular interactions, pathways and networks, Systems biology, Data visualisation	To update	https://bioconductor.org/packages/release/bioc/html/pathview.html	Statistics, RNA, Micro-array Analysis	pathview	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pathview	1.34.0	bioconductor-pathview	1.40.0
pbgcpp	pbgcpp	Compute genomic consensus and call variants using PacBio reads mapped to a reference	genomicconsensus	GenomicConsensus	The GenomicConsensus package provides the variantCaller tool, which allows you to apply the Quiver or Arrow algorithm to mapped PacBio reads to get consensus and variant calls.	Variant calling	Mapping	Up-to-date	https://github.com/PacificBiosciences/gcpp	Variant Analysis	pbgcpp	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pbgcpp	2.0.2	pbgcpp	2.0.2
pbmm2	pbmm2	A minimap2 SMRT wrapper for PacBio data.	pbmm2	pbmm2	pbmm2 is a SMRT C++ wrapper for minimap2's C API. Its purpose is to support native PacBio in- and output, provide sets of recommended parameters, generate sorted output on-the-fly, and postprocess alignments. Sorted output can be used directly for polishing using GenomicConsensus, if BAM has been used as input to pbmm2. Benchmarks show that pbmm2 outperforms BLASR in sequence identity, number of mapped bases, and especially runtime. pbmm2 is the official replacement for BLASR.	Pairwise sequence alignment, Sorting	Mapping	To update	https://github.com/PacificBiosciences/pbmm2	Next Gen Mappers	pbmm2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pbmm2	1.10.0	pbmm2	1.13.1
pe_histogram	pe_histogram	Contains a tool that produces an insert size histogram for a paired-end BAM file.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/pehistogram	Graphics	pe_histogram	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pe_histogram	1.0.1	openjdk	
pear	iuc_pear	PEAR evaluates all possible paired-end read overlaps	pear	PEAR	Paired-end read merger. PEAR evaluates all possible paired-end read overlaps without requiring the target fragment size as input. In addition, it implements a statistical test for minimizing false-positive results.	Sequence merging	Sequence assembly	Up-to-date			pear	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pear	0.9.6	pear	0.9.6
pharokka	pharokka	rapid standardised annotation tool for bacteriophage genomes and metagenomes	"
                pharokka
            "					To update	https://github.com/gbouras13/pharokka	Genome annotation	pharokka	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pharokka	1.3.2	"
                pharokka
            "	
phyloseq	phyloseq_from_dada2, phyloseq_plot_ordination, phyloseq_plot_richness	Handling and analysis of high-throughput microbiome census data						To update	https://www.bioconductor.org/packages/release/bioc/html/phyloseq.html	Metagenomics	phyloseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/phyloseq	1.38.0	bioconductor-phyloseq	1.46.0
